name,mbid,fma_track_count
Julia Chiles,,11
King,,11
Robertson,,11
Ian Stewart,,11
Adobe Creative Team,,11
Bharat Bhushan,,11
Carol Turkington,,11
Alan R. Katritzky,,11
Center for Chemical Process Safety,,11
Allen,,11
G.H. Bourne,,11
Frank J. Dixon,,11
Richard Hook,,11
Tony Bryan,,11
Rene Chartrand,,11
Michael Roffe,,11
Gordon Williamson,,11
Christa Hook,,11
Brian Delf,,11
Raimund Mannhold,,11
Brian Tracy,,11
Roy,,11
Ronald R. Yager,,11
The Economist Group,,11
Journal of Biblical Literature,,11
Charlotte Boyett-Compo,,11
Richards Jack C.,,11
Massad Ayoob,,11
India Today,,11
trans.),,11
Men’s Health,,11
Savita Bhabhi,,11
BA,,11
United States. Dept. of Energy. Office of Scientific and Technical Information,,11
MRCP,,11
Ron Larson,,10
Bernhard Steffen,,10
Homer,,10
Serge Lang,,10
Oliver,,10
Chris Cook,,10
Michael Miller,,10
Wil Mara,,10
Liang Wang,,10
Cooper,,10
Water Science and Technology Board,,10
Jay Parini,,10
Paul Krugman,,10
Yi Pan,,10
David Allen,,10
Patrick Siarry,,10
Michel,,10
Chloe Tucker,,10
John S. Mead,,10
Judith Butler,,10
Abram Hoffer,,10
Bruce M. Metzger,,10
Donald R. Prothero,,10
World Bank Group,,10
Todd Lammle,,10
De-Shuang Huang,,10
Patricia Melin,,10
James F. Peters,,10
Pierangela Samarati,,10
Hartmut Ehrig,,10
Cohen,,10
Stephen Baxter,,10
Kevin,,10
FACC,,10
Anthony Ham,,10
Hsinchun Chen,,10
Michael Alexander,,10
Witold Pedrycz,,10
International Energy Agency,,10
Steve Ginter,,10
Robin,,10
Ray,,10
Lynn,,10
Philip Haythornthwaite,,10
Laura,,10
Ben,,10
Dale,,10
Peter Atkins,,10
J. Krishnamurti,,10
Wagner,,10
Freud,,10
Clark,,10
Edwards,,10
Donald L. Sparks,,10
David Icke,,10
Michael Allaby,,10
SAS Institute,,10
ASME,,10
Philip Katcher,,10
Gerd Folkers,,10
Ajit Varma,,10
Thomas Riggs,,10
Dimitris N. Chorafas,,10
Dean Koontz,,10
editor,,10
Jane Austen,,10
Mary Daheim,,10
Benjamin,,10
Sherryl Woods,,10
Clive Cussler,,10
Jacques,,10
Doris Lessing,,10
Michel Hersen,,10
Paolo,,10
Emmanuel,,10
Karl,,10
GT,,10
Schaff Philip,,10
Tiziana Margaria,,9
Jackson,,9
Stephen Ward,,9
Hamid Dabashi,,9
Leo Tolstoy,,9
Sir,,9
Thomas Jefferson,,9
CFA Institute,,9
David Martin,,9
Michael Gregg,,9
David D. Busch,,9
Gavriel Salvendy,,9
Advait,,9
Chris Taylor,,9
Jan,,9
Atta-ur-Rahman,,9
Ian Baxter,,9
Williamson Murray,,9
Paul Johnson,,9
Various Authors,,9
William C. Davis,,9
Christopher Hill,,9
David Thomas,,9
Katie Marsico,,9
Toyin Falola,,9
Joseph Zajda,,9
Mike Halsey,,9
Beniamino Murgante,,9
Walt Whitman,,9
Jack Goldstein,,9
Mark Warda,,9
Milton Friedman,,9
Robert Jackson,,9
Colin Burgess,,9
Peter Jones,,9
Nancy Silverman,,9
Antony Polonsky,,9
Colin Wilson,,9
Henry David Thoreau,,9
Peter Ward,,9
Christensen,,9
coll,,9
Wright,,9
Joan Lambert,,9
Ramjee Prasad,,9
Mark Stille,,9
Roberts,,9
Anna,,9
David Lewis,,9
Gerald Holton,,9
Bernard Lonergan,,9
John Anderson,,9
Hans Urs von Balthasar,,9
Song,,9
Richard A.,,9
Seth Godin,,9
T.,,9
Cox,,9
Brendan Sainsbury,,9
Chris Peterson,,9
Neil Schlager,,9
Robert Meersman,,9
David Thompson,,9
Orin Thomas,,9
Jim Woodcock,,9
Bertrand Meyer,,9
Kusum Deep,,9
Wolfgang E. Nagel,,9
Sanjay Misra,,9
Vladik Kreinovich,,9
Dixon,,9
Hayden,,9
Jerry Scutts,,9
Ken Ham,,9
Paul Williams,,9
D. Sc.,,9
Vinood B. Patel,,9
Brad Steiger,,9
Edgar Allan Poe,,9
Michael Starks,,9
Alberto,,9
Zhu,,9
Corrado Priami,,9
Stuart,,9
Jack J. Dongarra,,9
Masaaki Kurosu,,9
Kurosh Madani,,9
David Fletcher,,9
Sharma,,9
Murray N. Rothbard,,9
Wei,,9
Müller,,9
Stefan,,9
Huang,,9
Lin,,9
Erica Sadun,,9
François,,9
Bob,,9
Hansen,,9
Tony,,9
Jenny,,9
Christina Latham-Koenig,,9
Clive Oxenden,,9
Frank J. Fabozzi,,9
CCH Australia Limited,,9
Barry,,9
Howard Gerrard,,9
Jenkins,,9
Thompson,,9
Albert,,9
Warren W. Wiersbe,,9
Marco,,9
Sigmund,,9
Victor,,9
Sandra Hill,,9
Berg,,9
John Woodward,,9
Donald E. Knuth,,9
Michael Newton,,9
Geoffrey,,9
Jay Miller,,9
Mitchell H.Q.,,9
Antonino Zichichi,,9
Moonis Ali,,9
Jeffrey D. Ullman,,9
Fred Skolnik,,9
W. B. Vasantha Kandasamy,,9
Fereidoon Shahidi,,9
Jesse Liberty,,9
Christian Nagel,,9
Michael Morrison,,9
Joyce Cox,,9
Steven Holzner,,9
Ilya Prigogine,,9
Springer,,9
Alexander Romanovsky,,9
Ronald Volstad,,9
Melvin I. Simon,,9
Burke,,9
Quentin Skinner,,9
Lester Packer,,9
Icon Group International,,9
Willy Sansen,,9
Voltaire,,9
Simon R. Green,,9
Robert A.,,9
Tim McNeese,,9
Keith Laumer,,9
Sharon Wynne,,9
Bernard Cornwell,,9
Nora Roberts,,9
Dalai Lama,,9
Lois McMaster Bujold,,9
Diana Palmer,,9
Stan Berenstain,,9
Jan Berenstain,,9
Gerard Henrotin,,9
Glen Cook,,9
Kay Hooper,,9
H.-B. Schüttler,,9
Professional Photographer,,9
Leo Huberman,,9
Paul M. Sweezy,,9
Apple Computer,,9
Kenneth Copeland,,9
Billy Joe Daugherty,,9
Bohlke David.,,9
Hutchins,,9
Robert Maynard,,9
Walter,,9
Henry,,9
Dan,,9
LSAC,,9
Nintendo of America Inc.,,9
Ershi Qi,,9
Britannica Digital Learning,,9
Karl Marx and Friedrich Engels,,9
FACS,,9
Kierkegaard,,9
Søren,,9
MBCS,,9
Arnold P. Goldstein and Leonard Krasner,,9
FRCPath,,9
Jane Davies Gunther,,9
FACP,,9
Professor Dr. Y. P. S. Bajaj,,9
Claire,,8
Vikas Bhushan,,8
John A.,,8
Michael Lewis,,8
Srikanta Patnaik,,8
Gregory Fremont-Barnes,,8
Vaclav Smil,,8
Steve Miller,,8
George Orwell,,8
Oswald Campesato,,8
Alex Libby,,8
HARCOURT SCHOOL PUBLISHERS,,8
Mark Harrison,,8
Shigeo Kusuoka,,8
Jeffrey,,8
Gordon L. Rottman,,8
Joseph Murphy,,8
Jasjit S. Suri,,8
Food and Nutrition Board,,8
Inc. BarCharts,,8
Robert J. Marzano,,8
Board on Health Sciences Policy,,8
David Gordon,,8
Frank Kreith,,8
Kelly DeVries,,8
Peter Wilson,,8
Barrington Barber,,8
Wei Wang,,8
Xuemin,,8
Daniel Alpay,,8
The Princeton Review,,8
C. S. Lewis,,8
Hal Leonard Corp.,,8
David Butler,,8
Napoleon Hill,,8
Ben Fine,,8
David Taylor,,8
Simon Monk,,8
Joseph Conrad,,8
David Kennedy,,8
Larry Warren,,8
Robert Louis Stevenson,,8
Commission on Life Sciences,,8
Space Studies Board,,8
Jane Kenway,,8
Takatoshi Ito,,8
Martha C. Nussbaum,,8
Bijaya Ketan Panigrahi,,8
Nick,,8
Kuan-Ching Li,,8
Adrian Goldsworthy,,8
David Konstan,,8
Julie Hatfield,,8
Sabrina P. Ramet,,8
Ram Prasad,,8
Eric Tyson,,8
Miguel Serrano,,8
Robert B. Thomas,,8
Chris Jones,,8
Raymond,,8
Marcus,,8
Brian White,,8
Alicia T. White,,8
Rattan Lal,,8
P.,,8
P. G. Strasman,,8
Northrop Frye,,8
David Wright,,8
John Hughes,,8
Patrick Colm Hogan,,8
N.,,8
D.,,8
N. G. L. Hammond,,8
R. F.C. Hull,,8
Anthony Kenny,,8
Dave Thomas,,8
Leo,,8
Nicholas,,8
Scott Adams,,8
Aleksandr Solzhenitsyn,,8
Bill Bryson,,8
Dan Gookin,,8
Isaac Newton,,8
Rebecca,,8
Shah,,8
Mohammad S. Obaidat,,8
Israel Regardie,,8
Melvin Ember,,8
Emilio Corchado,,8
Vikrant Bhateja,,8
Ana Fred,,8
Hujun Yin,,8
Qingshan Liu,,8
Xilin Chen,,8
Giovanni Maria Farinella,,8
Bernhard Thalheim,,8
Serge Vaudenay,,8
Robert Allen,,8
Willi Jäger,,8
Lawrence K. Wang,,8
Chopra Deepak,,8
Regis St Louis,,8
US Army,,8
Singer,,8
Arnold,,8
Alice,,8
John Piper,,8
Simon Clarke,,8
Philip Kotler,,8
Cristian Bonetto,,8
Myers,,8
Alexander Gelbukh,,8
Virginia Woolf,,8
Gilles Deleuze,,8
Philip Carter,,8
Simon Blackburn,,8
Jim,,8
Michael Harris,,8
Suzanne,,8
Andy Symington,,8
Neil Wilson,,8
Wong,,8
Julius Evola,,8
Matthias Klusch,,8
Ding-Zhu Du,,8
Richard Dawkins,,8
Vijay Kumar,,8
Brian Harvey,,8
Krzysztof,,8
Richard Smith,,8
Fatos Xhafa,,8
C.R. Rao,,8
Jacob Abbott,,8
Armstrong,,8
Alan E. Kazdin,,8
Chapman,,8
Stefano,,8
Antonio,,8
Jim Butcher,,8
Michael Scott,,8
William T. O'Donohue,,8
Georg Gottlob,,8
Roger Chesneau,,8
Davies,,8
Jack,,8
Gary,,8
Gordon,,8
Patterson,,8
Klein,,8
Abbott,,8
Malcolm Sawyer,,8
Jill,,8
Graham,,8
Andy,,8
Kevin Hoffman,,8
Michael M. Resch,,8
W.,,8
Wallace,,8
Jon,,8
John J.,,8
Butler,,8
Christina,,8
Ward,,8
Avinash Kumar Agarwal,,8
Roberts Liardon,,8
Craig,,8
Thomas J. Quirk,,8
Jesse Feiler,,8
Collins,,8
Saul Patai,,8
Elsevier,,8
Rand Morimoto,,8
Laurence Shatkin,,8
Glencoe McGraw-Hill,,8
James Chellis,,8
American National Standards Institute,,8
Martin Wirsing,,8
Joseph R. Lakowicz,,8
Peter Sarson,,8
Nic Fields,,8
Stuart Reid,,8
Tom Tullis,,8
Moorad Choudhry,,8
Arnold Perlmutter,,8
Alexander McCall Smith,,8
Aleister Crowley,,8
LearningExpress Editors,,8
Nicolas Bourbaki,,8
Gale,,8
Bathroom Readers' Institute,,8
Andrzej Skowron,,8
Stephanie Laurens,,8
Saddleback Educational Publishing,,8
Anne E. Schraff,,8
Bell,,8
Christina Dodd,,8
Brian P. Cleary,,8
Christopher S. Hyatt,,8
John Walkenbach,,8
Perry,,8
American Welding Society,,8
Mejlbro L.,,8
Barry Simon,,8
Charlotte Lamb,,8
Radical Philosophy,,8
Muhammad,,8
Kaplan Schweser,,8
V. I. Lenin,,8
National Council on Radiation Protection and Measurements,,8
David Drake,,8
Kara Rogers,,8
Robert Silverberg,,8
David Eddings,,8
Karl Samson,,8
Johan van Benthem,,8
F.R.S.,,8
Ann,,8
P. Michael Conn,,8
James G. Speight,,8
Hoon Hong,,8
Philip Campbell,,8
Subhas Chandra Mukhopadhyay,,8
Ph.D,,8
Kathryn Lasky,,8
Lynn Abbey,,8
Pinnacle Entertainment,,8
Barbara A. Somervill,,8
Adrian Furnham,,8
Peter J. Buckley,,8
Norvel Hayes,,8
Julian,,8
Yu,,8
Kitchen,,8
Timothy,,8
Fodor’s Travel Guides,,8
Michael J.,,8
Brian Hill,,8
M. Epstein M.A.,,8
Jiang Shen,,8
Runliang Dou,,8
Kate Roth,,8
Alex Kuskowski,,8
Recorded Books,,8
Monte Cook Games,,8
F.A.C.S.,,8
RNT,,8
MIEE,,8
DPhil,,8
D. P. Landau,,8
W. Henle,,8
P. H. Hofschneider,,8
H. Koprowski,,8
R. Rott,,8
H. G. Schweiger,,8
P. K. Vogt,,8
Margaret,,7
William Smith,,7
Alfred Price,,7
Paul Jackson,,7
Jack C. Richards,,7
Philip Matyszak,,7
Ludwig Wittgenstein,,7
Ruskin Bond,,7
Marc Di Duca,,7
William Panek,,7
Massimo Pigliucci,,7
David Lester,,7
Markus Helfert,,7
S. N. Singh,,7
Brian Murphy,,7
Elena G. Popkova,,7
Hourly History,,7
Mark Lardas,,7
Toru Maruyama,,7
A. K. Haghi,,7
Captivating History,,7
Merriam Press,,7
Anthony Tucker-Jones,,7
Paul Wright,,7
Eve Adamson,,7
John Keegan,,7
Richard Rose,,7
Bibek Debroy,,7
Michael Jackson,,7
Jean-Luc Marion,,7
ISEAS,,7
Board on Health Care Services,,7
Alvin Silverstein,,7
Ferguson,,7
Chris Turner,,7
K. L. Mittal,,7
Marco Ceccarelli,,7
Shui Yu,,7
Roger Lee,,7
James Baldwin,,7
Nima Rezaei,,7
David Anderson,,7
Bernard,,7
Berlitz,,7
Steve Smith,,7
Joanne Mattern,,7
Thomas Nelson,,7
Matthew Levering,,7
J. Richard Smith,,7
Department of the Army,,7
Peter Moss,,7
Roman Jakobson,,7
Jonathan D. Rosen,,7
Tariq Modood,,7
Ford,,7
Will Fowler,,7
Ian Sinclair,,7
David Murphy,,7
Thich Nhat Hanh,,7
Charles W. Wessner,,7
Board on Earth Sciences and Resources,,7
Ocean Studies Board,,7
and Applications Mathematics Commission on Physical Sciences,,7
Board on Chemical Sciences and Technology,,7
Computer Science and Telecommunications Board,,7
Greg Holden,,7
David Smith,,7
S. Barry Cooper,,7
Peter Bull,,7
Kurt Saxon,,7
World Meteorological Organization,,7
Robert Wuthnow,,7
Margaret Atwood,,7
Leonard Barolli,,7
Freeman,,7
Hans Petter Langtangen,,7
John Harris,,7
Lazaros Iliadis,,7
Stephen Jay Gould,,7
Luke Timothy Johnson,,7
John Bell,,7
Andrew Smith,,7
Will C.,,7
Andrew Martin,,7
James Fenimore Cooper,,7
Jay Storer,,7
James Steele,,7
Peter Singer,,7
John Scott,,7
Anton,,7
Speedy Publishing,,7
Jesse,,7
Werner,,7
Steve Johnson,,7
Marina L. Gavrilova,,7
M.S.,,7
Carlos,,7
Y.,,7
Donald Keene,,7
Jean Baudrillard,,7
S.J.,,7
Mario Bunge,,7
C. Michael Hall,,7
Staughton Lynd,,7
David Parker,,7
Robert I. Rotberg,,7
Howard V. Hong,,7
Edna H. Hong,,7
Hermann Weyl,,7
Henk Beentje,,7
Alfred North Whitehead,,7
Wendy Doniger,,7
Mortimer J. Adler,,7
Joseph Campbell,,7
Dennis,,7
National Endowment for the Humanities and The Andrew W. Mellon Foundation Humanities Open Book Program,,7
Timothy M. Shaw,,7
Hunt,,7
Chogyam Trungpa,,7
Robert E.,,7
Atkinson,,7
Nintendo Power,,7
Robert Arp,,7
Powell,,7
Lisa,,7
Daniel C. Dennett,,7
John Gribbin,,7
Titu Andreescu,,7
Kevin Wilson,,7
Sanjay Sharma,,7
Kohei Arai,,7
William E. Newton,,7
Andrei Voronkov,,7
Klaus-Dieter Schewe,,7
Weishi Zheng,,7
Hongbin Zha,,7
Long Cheng,,7
Zheng-Guang Wu,,7
Jean-Jacques Rousseau,,7
Visakh P. M.,,7
Jean-Jacques Quisquater,,7
David Mumford,,7
Peter Stone,,7
Seymour Lipschutz,,7
David J. Shayler,,7
Ragnar Benson,,7
M.P.H.,,7
Charles Williams,,7
Palmer,,7
Egon Börger,,7
Bowman,,7
Bryant,,7
Van Der Post,,7
Friedrich Engels,,7
Schwartz,,7
Kevin Raub,,7
Kris,,7
Zeguang Lu,,7
David Scott,,7
Carol,,7
Georges Duby,,7
Michael Parkin,,7
Aaron,,7
Michael Moorcock,,7
Catherine Le Nevez,,7
Leslie P. Willcocks,,7
Paul Weiss,,7
Hojjat Adeli,,7
Ignacio Rojas,,7
Bernady O. Apduhan,,7
Tom Butler-Bowdon,,7
Shon Harris,,7
Kursad Turksen,,7
Mehmet Huseyin Bilgin,,7
Hakan Danis,,7
Constantin Zopounidis,,7
Conor Ryan,,7
David Harvey,,7
Petter Gottschalk,,7
Howard Anton,,7
Peter Johnson,,7
Fiona,,7
Bob Carruthers,,7
Amitabh Vikram Dwivedi,,7
Terry,,7
Francesco,,7
Reed,,7
Mario,,7
Mike Spick,,7
Norman Friedman,,7
Thomas L. Jentz,,7
Joe Kertzman,,7
Ralph,,7
Joe,,7
Sumit Chakraborty,,7
Richardson,,7
John Williams,,7
Heather,,7
John S C,,7
Grant,,7
Price,,7
Park,,7
Robert M,,7
Nancy,,7
Thomas Sowell,,7
Norman K. Denzin,,7
Michael A.,,7
P. G. Wodehouse,,7
Robert Sedgewick,,7
McDonald,,7
L.,,7
Parker,,7
Robert C.,,7
Sanjay,,7
Eugene,,7
Harold,,7
Goyal,,7
Peng Shi,,7
Keith,,7
Larson,,7
Janice I. DeGross,,7
Don,,7
Andrea,,7
Brian Scaddan,,7
Michael Anderson,,7
S. R. Pandi-Perumal,,7
Felix Klein,,7
George Wypych,,7
Leon,,7
Nigel Cawthorne,,7
Tony Bove,,7
Doug Lowe,,7
Jagdish Mehra,,7
Barbara Obermeier,,7
Ed Tittel,,7
Walter Glenn,,7
Stephen L. Nelson,,7
John M. Walker,,7
Robert Hermann,,7
John Moore,,7
S. Mohan Jain,,7
Patrick Moore,,7
Mario Maj,,7
Hans Triebel,,7
Michael Hutchins,,7
Paul J. Deitel,,7
Elaine Marmel,,7
David Robinson,,7
L. Accardi,,7
Terracini S.,,7
Harold Davis,,7
Baldassare Di Bartolo,,7
Gilbert Held,,7
Peter Capper,,7
Andrew Troelsen,,7
Abel Lajtha,,7
Andrew S. Tanenbaum,,7
Elliotte Rusty Harold,,7
William Sims Bainbridge,,7
Carlos Martín-Vide,,7
Ron Field,,7
Graham Turner,,7
Martin Bowman,,7
Chris Davey,,7
Simon Dunstan,,7
Michael Barthorp,,7
Igor R. Shafarevich,,7
Ken Blanchard,,7
Johnston,,7
Benjamin Crowell,,7
