query_name,matched_name,creator_id,total_results,count__free-music-archive,count__laion-disco-12m,count__sleeping-disco-9m,count__spotify-tracks-dataset,present_datasets,used_by_datasets,used_by_companies,flag
Justin Bieber,Justin Bieber,e0140a67-e4d1-4f13-8a01-364355bee46e,506,0,175,283,48,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Freddie Mercury,Freddie Mercury,022589ac-7177-460d-a178-9976cf70e29f,106,0,76,30,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Freddie Mercury,Freddie Mercury,022589ac-7177-460d-a178-9976cf70e29f,106,0,76,30,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Selena Gomez,Selena Gomez,e4bc69e2-a064-4f93-ada1-f7f209cc1cc3,452,0,159,264,29,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Louis Armstrong,Louis Armstrong,eea8a864-fcda-4602-9569-38ab446decd6,1180,1,686,473,20,free-music-archive;laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,free-music-archive,Google;Stability AI,USED_BY
Eminem,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,697,0,257,410,30,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Taylor Swift,Taylor Swift,20244d07-534f-4eff-b4d4-930878889970,605,0,165,427,13,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Beyoncé,Beyoncé,859d0860-d480-4efd-970c-c05d5f1776b8,688,0,184,501,3,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Anna Netrebko,Anna Netrebko,90cba256-80b2-464f-9d58-a877a3757d3a,262,0,240,15,7,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Omar Khayyám,,,0,,,,,,,,NONE
Bob Marley,Bob Marley,ed2ac1e9-d51d-4eff-a2c2-85e81abd6360,5,0,5,0,0,laion-disco-12m,,,PRESENT
ABBA,ABBA,d87e52c5-bb8d-4da8-b941-9f4928627dc8,334,0,148,154,32,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Thomas Mann,,,0,,,,,,,,NONE
Robin Williams,Robin Williams,536e8e61-8040-40a1-8b35-a2c6996dc44f,59,0,47,12,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Lana Del Rey,Lana Del Rey,b7539c32-53e7-4908-bda3-81449c367da6,497,0,186,298,13,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Céline Dion,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926,546,0,159,386,1,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Woody Allen,Woody Allen,f7476fda-687e-4d11-a02e-cfb88558867d,2,0,0,2,0,sleeping-disco-9m,,,PRESENT
Rihanna,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,518,0,154,358,6,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Scarlett Johansson,Scarlett Johansson,0cc5ed91-eba3-4a5d-8a69-7638e0bf6495,72,0,42,30,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Bertolt Brecht,Bertolt Brecht,95fb3a0c-fc74-4f51-acba-bbe5b3a78e32,4,0,3,1,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Judy Garland,Judy Garland,b9348d59-b91b-423f-847b-8db155a0653b,400,0,325,74,1,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Brigitte Bardot,Brigitte Bardot,efbdded5-ab91-4bb7-ba57-f36d7413eb70,165,0,134,31,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Hebe Camargo,Hebe Camargo,efe04173-9993-41d3-9cb3-d6a49e4f1159,93,0,93,0,0,laion-disco-12m,,,PRESENT
Anggun,Anggun,c2543756-c98c-452e-b536-60f2ca877046,318,0,134,183,1,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Jim Morrison,Jim Morrison,c6619f89-5454-4e2d-aa19-b5596ba3b4c6,40,0,33,3,4,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Paul McCartney,Paul McCartney,ba550d0e-adac-4864-b88b-407cab5e76af,530,0,299,229,2,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Agnez Mo,Agnez Mo,fefae7fc-2c9d-4a45-b84c-2875a68ac803,150,0,78,72,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Johnny Depp,Johnny Depp,49654ec9-0c4d-44a6-a909-580ee9fbabb7,95,0,72,23,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Édith Piaf,Édith Piaf,4f8ef4a3-40fa-46b5-8773-97686a8424f4,232,0,166,65,1,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Audrey Hepburn,Audrey Hepburn,7ddb6325-7022-4d30-a585-78a8eab631ab,48,0,45,3,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Britney Spears,Britney Spears,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,498,0,148,344,6,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Maya Angelou,Maya Angelou,80ce4e18-92ca-4079-b07c-11ac454b7755,2,0,1,1,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Lordi,Lordi,b5b4ba6e-6e34-4669-a33b-0d813b4c3d83,279,0,146,114,19,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Federico García Lorca,Federico García Lorca,3e2efdb0-cd07-40e2-a39f-277c670e1d72,20,0,17,3,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Romain Rolland,,,0,,,,,,,,NONE
Ariana Grande,Ariana Grande,f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387,504,0,181,305,18,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Miley Cyrus,Miley Cyrus,7e9bd05a-117f-4cce-87bc-e011527a8b18,402,0,159,240,3,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Avril Lavigne,Avril Lavigne,0103c1cc-4a09-4a5d-a344-56ad99a77193,296,0,145,151,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Alain Delon,Alain Delon,632c69c8-404e-4062-8871-6acfe05c70db,10,0,9,1,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
The Rolling Stones,The Rolling Stones,b071f9fa-14b0-4217-8e97-eb41da73f598,659,0,158,463,38,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Jennifer Lopez,Jennifer Lopez,f0602f55-1770-483d-89bd-4bae0d0ac086,467,0,160,302,5,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Shah Rukh Khan,Shah Rukh Khan,8f9536d0-7be2-4c64-b6a4-ef73bb1c3876,23,0,22,1,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
David Bowie,David Bowie,5441c29d-3602-4898-b1a1-b77fa23b8e50,578,0,182,395,1,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Swami Vivekananda,,,0,,,,,,,,NONE
Whitney Houston,Whitney Houston,0307edfc-437c-4b48-8700-80680e66a228,439,0,155,283,1,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Adele,Adele,cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493,187,0,73,70,44,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Nero,Nero,31fdd5b3-4947-49d0-bb06-4b1ec7267a58,5,0,5,0,0,laion-disco-12m,,,PRESENT
Frank Sinatra,Frank Sinatra,197450cd-0124-4164-b723-3c22dd16494d,1396,0,829,566,1,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Tom Hanks,Tom Hanks,065d44ce-48cf-4b1c-85ad-555d0345ba6e,19,0,12,7,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Clint Eastwood,Clint Eastwood,dc5dc215-bb90-4579-a13a-3a564b265546,107,0,99,8,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Will Smith,Will Smith,5bae7081-64ef-4473-825a-38d310deb14c,307,0,189,117,1,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Katy Perry,Katy Perry,122d63fc-8671-43e4-9752-34e846d62a9c,382,0,139,223,20,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Kate Winslet,Kate Winslet,ceb05831-03e8-4605-904d-894ee0492d00,3,0,0,3,0,sleeping-disco-9m,,,PRESENT
Charlotte Rampling,,,0,,,,,,,,NONE
Jimi Hendrix,Jimi Hendrix,06fb1c8b-566e-4cb2-985b-b467c90781d4,163,0,75,74,14,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Tupac Shakur,Tupac Shakur,382f1005-e9ab-4684-afd4-0bdae4ee37f2,693,0,206,470,17,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Tupac Shakur,Tupac Shakur,0QhGH0GJkrrfNIYmVY7BVi,1,0,1,0,0,laion-disco-12m,,,PRESENT
Tupac Shakur,Tupac Shakur,e263a1d8-8228-4ede-9e17-7acf8470165a,5,0,0,2,3,sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Nicole Kidman,Nicole Kidman,08d9ce40-ebd2-4d81-894c-84655e3f851a,38,0,23,15,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Demi Lovato,Demi Lovato,faf4cefb-036c-4c88-b93a-5b03dd0a0e6b,395,0,163,212,20,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Leonard Cohen,Leonard Cohen,65314b12-0e08-43fa-ba33-baaa7b874c15,345,0,160,183,2,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Metallica,Metallica,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,494,0,174,292,28,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Sophia Loren,Sophia Loren,c9956945-54dc-450c-97ea-d024bfca2e34,155,0,147,8,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Valery Leontiev,Valery Leontiev,0d1e04f4-ddb6-4b66-8b0b-7f3b66f34d6e,1,0,1,0,0,laion-disco-12m,,,PRESENT
Amy Winehouse,Amy Winehouse,dfe9a7c4-8cf2-47f4-9dcb-d233c2b86ec3,261,0,148,100,13,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Gwyneth Paltrow,Gwyneth Paltrow,dc71c08e-3ee5-409d-ae0d-f4fd9050e170,22,0,11,8,3,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Steven Seagal,Steven Seagal,ab57a164-f30f-4aa5-8687-22abdbaeee44,59,0,38,21,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Kurt Cobain,Kurt Cobain,3c9b356d-d1db-4f4e-a7a3-2d00c1d70255,42,0,31,6,5,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Jeremy Renner,Jeremy Renner,ebcda1a2-7e50-4afb-a200-18f59c3af924,47,0,30,17,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Russell Crowe,Russell Crowe,b7c738aa-cda3-45e2-9d0e-33687ab864e5,80,0,49,31,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
George Harrison,George Harrison,42a8f507-8412-4611-854f-926571049fa0,262,0,154,107,1,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Tom Cruise,Tom Cruise,05701f26-2083-41fa-9549-22ef7714b0c3,7,0,1,6,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Franz Liszt,Franz Liszt,2cd475bb-1abd-40c4-9904-6d4b691c752c,2339,0,2294,35,10,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Mariah Carey,Mariah Carey,494e8d09-f85b-4543-892f-a5096aed1cd4,695,0,171,523,1,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Amitabh Bachchan,Amitabh Bachchan,54d0baf3-1511-4c91-8042-becf6573807e,99,0,95,4,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Andrew Garfield,Andrew Garfield,4f47f771-3680-40c6-9bc9-3d627200975e,27,0,9,10,8,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Stefan Zweig,,,0,,,,,,,,NONE
Keanu Reeves,,,0,,,,,,,,NONE
Selena,Selena,03746227-c9f9-4b3b-b2c6-9b31f79564f7,247,0,118,123,6,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Kylie Minogue,Kylie Minogue,2fddb92d-24b2-46a5-bf28-3aed46f4684c,1127,0,182,940,5,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Bing Crosby,Bing Crosby,2437980f-513a-44fc-80f1-b90d9d7fcf8f,832,0,622,210,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Ingrid Bergman,Ingrid Bergman,669c349d-ba44-48e8-8649-2fc8d1769eaf,1,0,1,0,0,laion-disco-12m,,,PRESENT
Felix Mendelssohn,Felix Mendelssohn,0e85eb79-1c05-44ba-827c-7b259a3d941a,2020,0,1960,55,5,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Billie Eilish,Billie Eilish,f4abc0b5-3f7a-4eff-8f78-ac078dbce533,282,0,80,172,30,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Jane Fonda,,,0,,,,,,,,NONE
Albert Schweitzer,,,0,,,,,,,,NONE
Led Zeppelin,Led Zeppelin,678d88b2-87b0-403b-b63d-5da7465aecc3,255,0,162,72,21,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Cher,Cher,bfcc6d75-a6a5-4bc6-8282-47aec8531818,393,0,145,248,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Linkin Park,Linkin Park,f59c5520-5f46-4d2c-b2c4-822eabf53419,439,0,148,187,104,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
John Travolta,John Travolta,94f4c61e-5cf3-4cba-ab3e-9bd5be99f6ab,96,0,55,41,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Elton John,Elton John,b83bc61f-8451-4a5d-8b8e-7e9ed295e822,579,0,225,310,44,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Grace Kelly,Grace Kelly,3ac772ad-4fd2-4546-ad7b-48c76e8847f1,2,0,2,0,0,laion-disco-12m,,,PRESENT
Johnny Cash,Johnny Cash,d43d12a1-2dc9-4257-a2fd-0a3bb1081b86,971,0,485,484,2,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Vladimir Vysotsky,Vladimir Vysotsky,ebe42a0b-6a6f-4eb6-b436-5c0f351d96f3,131,0,131,0,0,laion-disco-12m,,,PRESENT
Giovanni Pierluigi da Palestrina,Giovanni Pierluigi da Palestrina,4daeb526-6c4c-4f77-bdf5-4a0fcb714bfe,264,0,244,20,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Lila Downs,Lila Downs,ad29ae1c-2eda-4071-9dc8-31910e7e546c,240,0,174,66,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
U2,U2,a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,474,0,209,265,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Aretha Franklin,Aretha Franklin,2f9ecbed-27be-40e6-abca-6de49d50299e,510,0,157,345,8,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Taylor Lautner,Taylor Lautner,ed4806cc-d3f9-4d39-924a-117ea0983fbd,1,0,0,1,0,sleeping-disco-9m,,,PRESENT
Enya,Enya,4967c0a1-b9f3-465e-8440-4598fd9fc33c,215,0,135,80,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Franz Beckenbauer,Franz Beckenbauer,c6b90a93-4bcd-4916-ba81-7ca3a3d940d0,4,0,0,4,0,sleeping-disco-9m,,,PRESENT
Nirvana,Nirvana,5b11f4ce-a62d-471e-81fc-a69a8278c7da,383,0,179,154,50,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Nicki Minaj,Nicki Minaj,1036b808-f58c-4a3e-b461-a2c4492ecf1b,613,0,242,354,17,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
William Herschel,William Herschel,07c4274b-e217-4652-b50f-eb398c3fc9d4,15,0,15,0,0,laion-disco-12m,,,PRESENT
Matt Damon,Matt Damon,7388f0b9-26e4-45da-b42a-419d059285ec,2,0,1,1,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Ronaldinho,Ronaldinho,e058316e-13d3-44d7-a97e-4699af434bad,6,0,5,1,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Daniel Radcliffe,Daniel Radcliffe,f269fb17-9431-4925-84a4-e4d5c99f290d,37,0,0,36,1,sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Orson Welles,Orson Welles,cc98a7f6-1c7f-436b-b7f8-60ef310edd52,1,0,1,0,0,laion-disco-12m,,,PRESENT
Mae West,Mae West,9cde9e3a-e8af-4659-9c59-bdbf96acb558,1,0,1,0,0,laion-disco-12m,,,PRESENT
Christopher Lee,Christopher Lee,547038ef-aaef-43db-86fe-29bf25c05712,74,0,57,17,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
50 Cent,50 Cent,8e68819d-71be-4e7d-b41d-f1df81b01d3f,457,0,181,271,5,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Robert Downey Jr.,Robert Downey Jr.,49e26070-0937-4178-a549-6bbe3c36f282,28,0,14,14,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Prince,Prince,070d193a-845c-479f-980e-bef15710653e,762,0,188,573,1,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Justin Timberlake,Justin Timberlake,596ffa74-3d08-44ef-b113-765d43d12738,376,0,161,208,7,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Helmut Schmidt,,,0,,,,,,,,NONE
Prince,Prince,d651d80e-6137-4440-81da-fff5a27a79c4,1,0,1,0,0,laion-disco-12m,,,PRESENT
Prince,Prince,d90f9497-deac-4ce3-9cd2-e2c4f4d345db,1,0,1,0,0,laion-disco-12m,,,PRESENT
Dan Brown,Dan Brown,6yGJF6jxyfhp4evcVfN8ub,24,0,24,0,0,laion-disco-12m,,,PRESENT
Tina Turner,Tina Turner,9072df14-b61e-42e2-b4f4-6bbb7fdb5586,539,0,346,186,7,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Frank Zappa,Frank Zappa,e20747e7-55a4-452e-8766-7b985585082d,597,0,228,366,3,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Kanye West,Kanye West,164f0d73-1234-4e2c-8743-d77bf2191051,801,0,226,569,6,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Paris Hilton,Paris Hilton,0d9ff9c7-394e-4228-93aa-c4afd4765324,127,0,74,52,1,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Carrie Fisher,Carrie Fisher,04fb59cd-c27e-4fda-a280-2ce6f2a75d1a,1,0,0,1,0,sleeping-disco-9m,,,PRESENT
Umm Kulthum,Umm Kulthum,0a354a70-b879-4697-ad9b-60bfe2bd1d63,141,0,141,0,0,laion-disco-12m,,,PRESENT
Kevin Costner,Kevin Costner,e1866900-717b-4606-b9ae-16f01f7272b0,97,0,71,26,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Iron Maiden,Iron Maiden,ca891d65-d9b0-4258-89f7-e6ba29d83767,342,0,148,178,16,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Eddie Murphy,Eddie Murphy,98744f0b-20fc-4bb2-9ac4-e2041058911f,109,0,75,34,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Barbra Streisand,Barbra Streisand,56cd15a1-0d74-438b-8244-c96ffe1cae03,427,0,151,273,3,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Björk,Björk,87c5dedd-371d-4a53-9f7f-80522fb7f3cb,599,0,187,411,1,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Alla Pugacheva,Alla Pugacheva,2f745f25-7681-4c44-b713-34d37a307575,150,0,150,0,0,laion-disco-12m,,,PRESENT
Priyanka Chopra,Priyanka Chopra,34d61873-7bdd-4dd8-91d4-9ae585b4622b,16,0,4,12,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Ursula K. Le Guin,,,0,,,,,,,,NONE
Nightwish,Nightwish,00a9f935-ba93-4fc8-a33a-993abe9c936b,318,0,146,143,29,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Bette Davis,Bette Davis,c340b14b-f290-4354-8736-16271d67a378,39,0,36,3,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Bruce Springsteen,Bruce Springsteen,70248960-cb53-4ea4-943a-edb18f7d336f,472,0,175,294,3,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Harper Lee,,,0,,,,,,,,NONE
Julianne Moore,Julianne Moore,39e8c8a6-72b0-4a3e-b1c0-3114f20d67c7,3,0,0,3,0,sleeping-disco-9m,,,PRESENT
Ozzy Osbourne,Ozzy Osbourne,8aa5b65a-5b3c-4029-92bf-47a544356934,305,0,154,141,10,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Anastacia,Anastacia,d3b2bec4-b70e-460e-b433-a865ceac2de8,290,0,186,104,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Eva Perón,,,0,,,,,,,,NONE
Dolly Parton,Dolly Parton,1d543e07-d0d2-4834-a8db-d65c50c2a856,785,0,260,515,10,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
Noemi,Noemi,bee5be2b-0c22-45ee-817d-b744ea6aa6d3,177,0,123,54,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Salma Hayek,Salma Hayek,e43110c3-6f41-4ba3-9c22-1f90b1792193,5,0,1,4,0,laion-disco-12m;sleeping-disco-9m,,,PRESENT
Ray Charles,Ray Charles,2ce02909-598b-44ef-a456-151ba0a3bd70,453,0,229,216,8,laion-disco-12m;sleeping-disco-9m;spotify-tracks-dataset,,,DOWNLOADED_ONLY
