rank,artist,tracks_used_by_ai,used_by,musicbrainz_id,identifiable,strength
95,Tab & Anitek,79,Google; Stability AI,a408f71b-fd12-45a5-b37f-f352d8d9c883,Yes,STRONG
96,theAudiologist,78,Google; Stability AI,502768c0-d13c-4855-b40a-33e98e59c69b,Yes,STRONG
97,Pablo Ribot,77,Google; Stability AI,86c3eac5-61c5-45c1-a146-bb10198ab2a0,Yes,STRONG
98,Lee Maddeford,76,Google; Stability AI,97dc2417-9b19-4488-8286-4fcc26fa2fd9,Yes,STRONG
99,Samuel Corwin,76,Google; Stability AI,21877,Yes,STRONG
100,Jad Fair,75,Google; Stability AI,be4a8e65-a7ba-474c-989b-ed16e51c1a39,Yes,STRONG
101,Just Plain Ant,75,Google; Stability AI,c2efd199-1f21-4bce-aa0f-7b9abe92bb1e,Yes,STRONG
102,Altered:Carbon,75,Google; Stability AI,1ef3022e-3de8-4419-b852-ce0cbe85cba6,Yes,STRONG
103,Glove Compartment,74,Google; Stability AI,149,Yes,STRONG
104,Gorowski,74,Google; Stability AI,9ed4d6b2-67c1-44c4-9a4d-e4e2e76d2659,Yes,STRONG
105,Krowne,74,Google; Stability AI,136d4c42-9e55-4129-a1e8-650e2db9c9bd,Yes,STRONG
106,Stealing Orchestra,74,Google; Stability AI,138aa72f-17ce-4a4e-8a52-a5fa323c449b,Yes,STRONG
107,SPCZ,74,Google; Stability AI,d65f4d0a-fcad-4716-8c24-e887ccf7c715,Yes,STRONG
108,Project 5am,73,Google; Stability AI,2f78086c-aa1c-4fe6-acf8-bf08a9ef764f,Yes,STRONG
109,Mitoma,73,Google; Stability AI,1480cd4b-5f76-402e-ae2a-6b890b09def0,Yes,STRONG
110,Bruce Miller,73,Google; Stability AI,11687,Yes,STRONG
111,Asthmatic Astronaut,73,Google; Stability AI,67ac6b5b-0d9e-4272-af33-05dafb632ff1,Yes,STRONG
112,The Kyoto Connection,73,Google; Stability AI,05c2dbb0-2704-4d33-a39b-d21cec4ac678,Yes,STRONG
113,-ono-,72,Google; Stability AI,13625,Yes,STRONG
114,Vulvinia & Jambonstar,71,Google; Stability AI,dd91c186-6b9f-4040-a74c-4823351e0d9f,Yes,STRONG
115,Blah Blah Blah,71,Google; Stability AI,84,Yes,STRONG
116,Bacalao,71,Google; Stability AI,5674,Yes,STRONG
117,The Honorable Sleaze,71,Google; Stability AI,e6b6c5cf-5bcc-4a5b-bcd8-47eb61173c39,Yes,STRONG
118,MIT Concert Choir,71,Google; Stability AI,300a73a7-d36d-4bc9-8d52-95f84d62e28e,Yes,STRONG
119,Ryan Little,71,Google; Stability AI,757a9514-33f1-4f66-8afb-816ca2761c77,Yes,STRONG
120,Benji Cossa,70,Google; Stability AI,9e2ca9b0-261f-4190-ab4f-0c17a167357f,Yes,STRONG
121,Ventolyn & Becotyde,70,Google; Stability AI,df357457-833b-4741-89ee-78b04da8d223,Yes,STRONG
122,Bomis Prendin,70,Google; Stability AI,ae8b6ba4-479f-4e53-aaa4-535401808511,Yes,STRONG
123,Krestovsky,69,Google; Stability AI,f5039d43-1abd-4652-9868-96634076c33b,Yes,STRONG
124,David Rovics,69,Google; Stability AI,4d56eb9f-13b3-4f05-9db7-50195378d49f,Yes,STRONG
125,Long Hair,69,Google; Stability AI,10990,Yes,STRONG
126,Vate,68,Google; Stability AI,519a4f81-c149-4f6c-85a0-3628bbe94d75,Yes,STRONG
127,Chenard Walcker,68,Google; Stability AI,5ef9d128-f837-4fde-9c65-767daab13522,Yes,STRONG
128,Jon Rose,68,Google; Stability AI,1975,Yes,STRONG
129,Kathleen Martin,67,Google; Stability AI,5bccdc1b-5afe-4a12-8d7b-655d4dc93186,Yes,STRONG
130,Vernon LeNoir,67,Google; Stability AI,77d7005e-edc9-4a34-8040-8d9491088f4b,Yes,STRONG
131,VYVCH,67,Google; Stability AI,18314,Yes,STRONG
132,Broke For Free,67,Google; Stability AI,069a1c1f-14eb-4d36-b0a0-77dffbd67713,Yes,STRONG
133,The Superfools,67,Google; Stability AI,0e375c6b-8af7-4f0d-a6b9-734b6e53006d,Yes,STRONG
134,Dave Depper,67,Google; Stability AI,63ece28c-0724-4db0-909b-3921ac45b10a,Yes,STRONG
135,ODORBABY,67,Google; Stability AI,5ee8a142-207d-45b6-a276-6b03358d9c78,Yes,STRONG
136,Cagey House,66,Google; Stability AI,9128dad9-f549-46a5-9088-1305f2007ec4,Yes,STRONG
137,Waylon Thornton and the Heavy Hands,66,Google; Stability AI,94b10064-b21a-42af-9ec7-636eb157301a,Yes,STRONG
138,The Tudor Consort,66,Google; Stability AI,384b2de8-22d1-4868-abce-2cf7c7ab6133,Yes,STRONG
139,Figurative Theatre,65,Google; Stability AI,cda56d54-a65e-4ec2-bcd9-786199d80b43,Yes,STRONG
140,Wooden Ambulance,65,Google; Stability AI,878aa338-5d84-4434-b851-3db86c0646ba,Yes,STRONG
141,Waylon Thornton,65,Google; Stability AI,10027,Yes,STRONG
142,Music Factory,64,Google; Stability AI,18686,Yes,STRONG
143,Berthelot,64,Google; Stability AI,3b9e456c-1839-4142-9351-1d050a0a9162,Yes,STRONG
144,Cory Gray,64,Google; Stability AI,62babf73-8652-4ac1-96ed-85a1026e97a1,Yes,STRONG
145,half cocked,64,Google; Stability AI,21946,Yes,STRONG
146,TALES,64,Google; Stability AI,22160,Yes,STRONG
147,Garmisch,63,Google; Stability AI,91cb3bac-059a-45f4-923c-d78c4980b48c,Yes,STRONG
148,Wayne Kinos,63,Google; Stability AI,22014,Yes,STRONG
149,S.J. Mellia,63,Google; Stability AI,f5b68a67-b69e-456f-9004-503444e462a3,Yes,STRONG
150,Apache Tomcat,62,Google; Stability AI,70184826-f8f0-4c4d-bfa2-bb1f6fd6e549,Yes,STRONG
151,Free Matter for the Blind,62,Google; Stability AI,2,Yes,STRONG
152,Sam Gas Can,62,Google; Stability AI,dc8737fb-07bf-45d7-982c-3769f945e51f,Yes,STRONG
153,Mild Maynyrd,62,Google; Stability AI,7770b3de-f1fa-4134-b2b1-1f193de58bc8,Yes,STRONG
154,Jason Shaw,62,Google; Stability AI,d31f3f70-374c-489d-af7d-1cbb10f40533,Yes,STRONG
155,Volcano the Bear,61,Google; Stability AI,0dbb85b2-d0c6-47bf-b7c6-6011df868896,Yes,STRONG
156,Fields Ohio,61,Google; Stability AI,99daf93f-86d3-4060-877a-c808a370f279,Yes,STRONG
157,Westy Reflector,61,Google; Stability AI,bc01661b-53f9-496d-88b6-055284b8a92d,Yes,STRONG
158,P C III,61,Google; Stability AI,9d623e3f-60b2-4f2b-a2f4-71b97e0651d9,Yes,STRONG
159,Deadly Combo,60,Google; Stability AI,17695,Yes,STRONG
160,D3Zs,60,Google; Stability AI,6b368066-6ddf-4032-a7e6-a050270ed648,Yes,STRONG
161,Andrew Howes,60,Google; Stability AI,ab16d31b-3f5b-4547-b67f-1f7b3ffd6505,Yes,STRONG
162,OWL BRAIN ATLAS,60,Google; Stability AI,10567,Yes,STRONG
163,BADLUCK,60,Google; Stability AI,11216,Yes,STRONG
164,Vir Nocturna,60,Google; Stability AI,21533,Yes,STRONG
165,Celesteville,59,Google; Stability AI,fbe12051-cf4a-40a9-9f13-2203b243bca5,Yes,STRONG
166,Hazardous Guadalupe,59,Google; Stability AI,3651,Yes,STRONG
167,minusbaby,59,Google; Stability AI,74e7eb10-8e19-4f42-b190-d2e57f89f51d,Yes,STRONG
168,Candlegravity,59,Google; Stability AI,a55ad956-3427-4e3a-b4ef-69cac8dc2ceb,Yes,STRONG
169,Dyman,59,Google; Stability AI,90c6625b-3649-41c1-817b-b5c2f45458b0,Yes,STRONG
170,Noise Problems Selections,59,Google; Stability AI,13528,Yes,STRONG
171,Toussaint Morrison,59,Google; Stability AI,f2d57e9d-9a2d-4898-b773-f291ff473638,Yes,STRONG
172,HighWay17,59,Google; Stability AI,b159a5c5-7870-4f37-97a8-e9193b377e1a,Yes,STRONG
173,The Hate Noise,59,Google; Stability AI,d48d3769-4904-415c-a7b0-ee3f3dabb06a,Yes,STRONG
174,King Ghidorah!,59,Google; Stability AI,13050,Yes,STRONG
175,The Rories,58,Google; Stability AI,10811,Yes,STRONG
176,Ian Alex Mac,58,Google; Stability AI,19283,Yes,STRONG
177,Electric Mirrors,58,Google; Stability AI,16270,Yes,STRONG
178,Eaters,58,Google; Stability AI,8664,Yes,STRONG
179,Dexter Britain,58,Google; Stability AI,c2a2f396-5d62-4d8a-8395-b4ab9962f1b6,Yes,STRONG
180,Sick to the Back Teeth,58,Google; Stability AI,0a0b0cc1-283d-4b7a-b179-e22089d57b60,Yes,STRONG
181,Felipe Sarro,58,Google; Stability AI,40a22c36-3142-4d73-9c58-b8808612172a,Yes,STRONG
182,Los Llamarada,57,Google; Stability AI,3d1270a4-26e7-436b-9d33-bdf513e33c0e,Yes,STRONG
183,happiness in aeroplanes,57,Google; Stability AI,11939,Yes,STRONG
184,Alpha Hydrae,57,Google; Stability AI,19816,Yes,STRONG
185,Little Glass Men,57,Google; Stability AI,19453,Yes,STRONG
186,Carnivorous Birds,57,Google; Stability AI,8490,Yes,STRONG
187,AlexandreDavidGabriel,57,Google; Stability AI,7f66192f-5968-454e-880b-d56395640a1b,Yes,STRONG
188,Mike Morton,56,Google; Stability AI,15460,Yes,STRONG
189,Eigenheimer,56,Google; Stability AI,4efb2af3-6cc0-4f78-9db4-a6e3b79d49de,Yes,STRONG
190,AG Davis,55,Google; Stability AI,d60b2f9c-e9ac-4996-951f-0a5a08a16b9f,Yes,STRONG
191,Komiku,55,Google; Stability AI,fca800c1-6fc3-4bfb-a5de-8c2398c27bc0,Yes,STRONG
192,Jimmy Penguin,55,Google; Stability AI,f24a7d21-56ce-48e4-978a-a073b3efec10,Yes,STRONG
193,Bouwakanja,55,Google; Stability AI,ae5a3060-83c0-4877-b71c-95941d6bbdcc,Yes,STRONG
194,Winjer3,55,Google; Stability AI,20c19b9c-a8ed-40ea-a007-4f1dcb8465cb,Yes,STRONG
195,Mors Ontologica,54,Google; Stability AI,9f13d8fe-d71d-4d28-8192-41bbd004fe0c,Yes,STRONG
196,So Cow,54,Google; Stability AI,6b8acfaf-9b72-40cb-972b-17e6bc21d3af,Yes,STRONG
197,The Shamblers,54,Google; Stability AI,1212,Yes,STRONG
198,Volvox,54,Google; Stability AI,2268,Yes,STRONG
199,Syndrôm,54,Google; Stability AI,8126,Yes,STRONG
200,Jarby Mc Coy,54,Google; Stability AI,19064,Yes,STRONG
201,Radioactive Sparrow,54,Google; Stability AI,3171,Yes,STRONG
202,mathgrant,54,Google; Stability AI,ba3fbcf4-9b93-4b4c-91e5-a0a0e640144b,Yes,STRONG
203,TRG Banks,54,Google; Stability AI,c0d0512c-8612-4f0c-a920-5dab9b1ec886,Yes,STRONG
204,Phil Reavis,53,Google; Stability AI,5b077ba3-c9e9-4a25-b41e-563c7c39cddb,Yes,STRONG
205,Happy Elf,53,Google; Stability AI,7ca45252-027d-44a9-9dd8-b65773f44ad6,Yes,STRONG
206,Acreil,53,Google; Stability AI,cb018fe3-6e59-479d-abde-ed30cb2170bd,Yes,STRONG
207,James Beaudreau,53,Google; Stability AI,41b28afe-e7e4-4e15-ab9f-efa5e1ce9d9f,Yes,STRONG
208,Visager,53,Google; Stability AI,981220b7-6ba1-4814-a5c4-a4e2220025d1,Yes,STRONG
209,Pot-C,53,Google; Stability AI,e4da335b-1939-42e5-b1e9-8a5e96e786e7,Yes,STRONG
210,Silver Process,52,Google; Stability AI,11099,Yes,STRONG
211,Pandacetamol,52,Google; Stability AI,a8d213f0-870f-4005-a6a7-5d5409880e70,Yes,STRONG
212,Vladimír Hirsch,52,Google; Stability AI,4a53644e-9122-446e-822d-61ebcdcfdb32,Yes,STRONG
213,51%,52,Google; Stability AI,8482,Yes,STRONG
214,Misiaczek,52,Google; Stability AI,e9bf5c9c-c8c6-4a0d-a0e7-be543682b19b,Yes,STRONG
215,Johnny Haway,52,Google; Stability AI,95ffeaf7-7b27-4239-a8f6-da145dc726f0,Yes,STRONG
216,Cooper-Moore,51,Google; Stability AI,99d8b191-7d69-4262-81fb-e24da9fd6640,Yes,STRONG
217,"Tab (Hip Hop / Trip Hop / Reggae Artist from Roselle, USA)",51,Google; Stability AI,027bfdea-6e7c-4dbb-b877-55cc781732ef,Yes,STRONG
218,Art of Flying,51,Google; Stability AI,59f27fc3-f2d6-4e62-a861-505f24e825f9,Yes,STRONG
219,Sci Fi Industries,51,Google; Stability AI,2d2f0046-6112-4193-b791-382285fc29c5,Yes,STRONG
220,Ant the Symbol,51,Google; Stability AI,98a5fcde-e095-4945-b917-be79ca899eed,Yes,STRONG
221,Lately Kind of Yeah,51,Google; Stability AI,b4f56bd5-a565-4c8b-9b68-6f8eafe11e82,Yes,STRONG
222,The Gateless Gate,51,Google; Stability AI,c184f504-127e-45c7-9a65-815034142c2c,Yes,STRONG
223,Konstantin Trokay,51,Google; Stability AI,3d914ab4-d7eb-44b6-bf49-1b19fe332331,Yes,STRONG
224,Gwilly Edmondez,50,Google; Stability AI,a6a9be78-e035-4211-b06f-4ed1815f12a2,Yes,STRONG
225,Mystified,50,Google; Stability AI,0c631402-23c8-4ca0-bfd9-de04ad25a50a,Yes,STRONG
226,Pianochocolate,50,Google; Stability AI,2e9db542-5995-448d-8b96-b6bd8d2d1ea0,Yes,STRONG
227,SLP,50,Google; Stability AI,21313,Yes,STRONG
228,Unheard Music Concepts,50,Google; Stability AI,22407,Yes,STRONG
229,Flugeldar,50,Google; Stability AI,8488,Yes,STRONG
230,reed blue,50,Google; Stability AI,2844009a-4df7-4d1c-9b7f-389272d388d1,Yes,STRONG
231,Audio K,50,Google; Stability AI,08118824-c83f-4747-97ab-fedd10ce18e1,Yes,STRONG
232,The Underscore Orkestra,49,Google; Stability AI,9ae39cac-3bea-4a54-9f69-a95a69718bed,Yes,STRONG
233,Simon Panrucker,49,Google; Stability AI,62d8043c-b7a1-4afe-8e2d-69f40c0f7912,Yes,STRONG
234,Decktonic,49,Google; Stability AI,22e26960-06f5-42da-aa1b-ddc4464a2c22,Yes,STRONG
235,Fork in the Blender,49,Google; Stability AI,f851b281-c860-4f6c-9658-70c95e3fc52a,Yes,STRONG
236,deef,49,Google; Stability AI,14552,Yes,STRONG
237,etc.,49,Google; Stability AI,13518,Yes,STRONG
238,Plushgoolash,49,Google; Stability AI,7949,Yes,STRONG
239,Pilesar,49,Google; Stability AI,ea297641-761a-4c7f-b3fd-91ae4d1a1225,Yes,STRONG
240,Attic Ted,49,Google; Stability AI,5baf0d42-6c3f-4ac4-8eba-df82ffd37206,Yes,STRONG
241,Custodian of Records,48,Google; Stability AI,706106d5-02fa-4e57-b324-1a2daac2e7e2,Yes,STRONG
242,Fierbinteanu,48,Google; Stability AI,0853336b-ca98-4d82-b81e-f01b82ce9549,Yes,STRONG
243,Automating,48,Google; Stability AI,9e14408f-db0a-444f-a53e-314453d49705,Yes,STRONG
244,Digi G'Alessio,48,Google; Stability AI,5935238b-3b2b-47ce-b272-42a9fe92d22f,Yes,STRONG
245,D SMILEZ,48,Google; Stability AI,22007,Yes,STRONG
246,Martin Rach,48,Google; Stability AI,8f04212e-afcc-45f2-b5f2-aea7f629ab6c,Yes,STRONG
247,Delphine Dora,47,Google; Stability AI,bbe1cb66-a285-4d86-ab15-4d5c2a8d14ce,Yes,STRONG
248,Chuck Bettis,47,Google; Stability AI,cf315e43-b07f-4ceb-a722-d2e9a7565cf9,Yes,STRONG
249,Brunk,47,Google; Stability AI,99695950-b5a1-464e-bc13-748630171627,Yes,STRONG
250,People Skills,47,Google; Stability AI,9de0102f-7820-4e99-9170-c322acefadef,Yes,STRONG
251,SULCUS,47,Google; Stability AI,19815,Yes,STRONG
252,Alexandre Navarro,47,Google; Stability AI,a11e0acf-3116-48ca-9f44-598a7ebbf36c,Yes,STRONG
253,GaBLé,47,Google; Stability AI,1e72fe9d-20d4-4718-8435-c17fcde53118,Yes,STRONG
254,Elemental Noise,47,Google; Stability AI,33544388-a6da-4f24-9f6c-adc1d8f996ff,Yes,STRONG
255,LOWdown,47,Google; Stability AI,13450,Yes,STRONG
256,Doctor Turtle,47,Google; Stability AI,f24d6d2b-fa75-4ffa-8986-ca3dac6ad68f,Yes,STRONG
257,The Crypts!,47,Google; Stability AI,c3c2f774-ef97-4ccd-a70d-12c2ef0b8e48,Yes,STRONG
258,keith helt,47,Google; Stability AI,e2de1b25-5648-4e84-b1d5-170acec3acc2,Yes,STRONG
259,Ayla Nereo,46,Google; Stability AI,c95b3474-8788-4bd3-ada6-33849810af0d,Yes,STRONG
260,Ed Askew,46,Google; Stability AI,91a11b60-2452-4e4d-b2e9-ce9eba034c01,Yes,STRONG
261,Dadalú,46,Google; Stability AI,cb644e68-9c1e-4f9d-aee7-8c8d3cb9b36b,Yes,STRONG
262,Rolemusic,46,Google; Stability AI,41bc38ad-beb4-420c-b3f7-bd4241596d44,Yes,STRONG
263,McCloud Zicmuse,46,Google; Stability AI,fc90363a-e39e-4ff3-803e-0ec989bfeead,Yes,STRONG
264,Amitron_7,46,Google; Stability AI,e90118d8-0a2b-48f7-a544-44246c6dba61,Yes,STRONG
265,No Monster Club,46,Google; Stability AI,4886cf1b-3824-4ed5-a535-1907cf7a9044,Yes,STRONG
266,Vialka,46,Google; Stability AI,1f6240e4-6df2-4f29-a1df-88baab0bdc3d,Yes,STRONG
267,Cryosyncopy,46,Google; Stability AI,3a3e71d4-2f61-42ba-97dc-32b3ab7b77a8,Yes,STRONG
268,Jesse Spillane,46,Google; Stability AI,7ef8a5bc-b977-49dd-a2cf-c0f939790db1,Yes,STRONG
